input_accession	downloaded_accession	assembly_name	taxid	organism_name	infraspecific_name	version_status	assembly_level	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund
GCF_000970005.1	GCF_000970005.1	ASM97000v1	1434102	Methanosarcina sp. WH1	strain=WH1	latest	Complete Genome	14	14	93.33	0.00
GCF_000978555.1	GCF_000978555.1	ASM97855v1	243274	Thermotoga maritima MSB8	strain=MSB8	latest	Complete Genome	14	14	93.33	0.00
GCF_000968135.1	GCF_000968135.1	ASM96813v1	1288970	Magnetospira sp. QH-2	strain=QH-2	latest	Complete Genome	14	14	93.33	0.00
GCF_000940995.1	GCF_000940995.1	ASM94099v1	658445	Photobacterium gaetbulicola Gung47	strain=Gung47	latest	Complete Genome	14	14	93.33	0.00
GCF_000970085.1	GCF_000970085.1	ASM97008v1	1434120	Methanosarcina siciliae T4/M	strain=T4/M	latest	Complete Genome	14	14	93.33	0.00
GCF_000970325.1	GCF_000970325.1	ASM97032v1	1434104	Methanococcoides methylutens MM1	strain=MM1	latest	Complete Genome	14	14	93.33	0.00
GCF_000971605.2	GCF_000971605.2	ASM97160v2	96345	Flavobacterium psychrophilum	strain=MH1	latest	Chromosome	14	14	93.33	0.00
GCF_000835165.1	GCF_000835165.1	ASM83516v1	1224162	Corynebacterium marinum DSM 44953	strain=DSM 44953	latest	Complete Genome	14	14	93.33	0.00
GCF_000978575.1	GCF_000978575.1	ASM97857v1	2336	Thermotoga maritima	strain=Tma100	latest	Complete Genome	14	14	93.33	0.00
GCF_000834255.1	GCF_000834255.1	ASM83425v1	29486	Yersinia ruckeri	strain=YRB	latest	Complete Genome	14	14	93.33	0.00
GCF_000971645.2	GCF_000971645.2	ASM97164v2	96345	Flavobacterium psychrophilum	strain=PG2	latest	Chromosome	14	14	93.33	0.00
GCF_000981765.1	GCF_000981765.1	ASM98176v1	914150	Kangiella geojedonensis	strain=YCS-5	latest	Complete Genome	14	14	93.33	0.00
GCF_001006045.1	GCF_001006045.1	ASM100604v1	113653	Geoglobus ahangari	strain=234	latest	Complete Genome	14	14	93.33	0.00
GCF_000981565.1	GCF_000981565.1	W1	1608628	Candidatus Filomicrobium marinum	strain=strain W	latest	Complete Genome	14	14	93.33	0.00
GCF_000971685.2	GCF_000971685.2	ASM97168v2	96345	Flavobacterium psychrophilum	strain=VQ50	latest	Chromosome	14	14	93.33	0.00
GCF_000982975.1	GCF_000982975.1	HALA3H3_3393	1346287	Halomonas sp. A3H3	strain=A3H3	latest	Chromosome	14	14	93.33	0.00
GCF_000963865.1	GCF_000963865.1	ASM96386v1	516051	Muricauda lutaonensis	strain=CC-HSB-11	latest	Complete Genome	14	14	93.33	0.00
GCF_001007875.1	GCF_001007875.1	ASM100787v1	1543721	Sedimenticola thiotaurini	strain=SIP-G1	latest	Complete Genome	14	14	93.33	0.00
GCF_001010805.1	GCF_001010805.1	ASM101080v1	1620392	Spongiibacter sp. IMCC21906	strain=IMCC21906	latest	Complete Genome	14	14	93.33	0.00
GCF_001027025.1	GCF_001027025.1	ASM102702v1	1330330	Kosmotoga pacifica	strain=SLHLJ1	latest	Complete Genome	14	14	93.33	0.00
GCF_001008165.2	GCF_001008165.2	ASM100816v2	1267766	Altererythrobacter atlanticus	strain=26DY36	latest	Complete Genome	14	14	93.33	0.00
GCF_001044375.1	GCF_001044375.1	ASM104437v1	1623449	Methylophilales bacterium MBRSG12	strain=MBRSG12	latest	Chromosome	14	14	93.33	0.00
GCF_000978535.1	GCF_000978535.1	ASM97853v1	2336	Thermotoga maritima	strain=Tma200	latest	Complete Genome	14	14	93.33	0.00
GCF_001028705.1	GCF_001028705.1	ASM102870v1	1348774	Croceicoccus naphthovorans	strain=PQ-2	latest	Complete Genome	14	14	93.33	0.00
GCF_001028625.1	GCF_001028625.1	ASM102862v1	543877	Altererythrobacter marensis	strain=KCTC 22370	latest	Complete Genome	14	14	93.33	0.00
GCF_001017655.1	GCF_001017655.1	ASM101765v1	1307763	Kiritimatiella glycovorans	strain=L21-Fru-AB	latest	Complete Genome	14	14	93.33	0.00
GCF_001043175.1	GCF_001043175.1	ASM104317v1	330734	Marinobacter psychrophilus	strain=20041	latest	Complete Genome	14	14	93.33	0.00
GCF_001044335.1	GCF_001044335.1	ASM104433v1	1623448	Methylophilales bacterium MBRSF5	strain=MBRSF5	latest	Chromosome	14	14	93.33	0.00
GCF_001040845.1	GCF_001040845.1	ASM104084v1	32052	Synechococcus sp. WH 8020	strain=WH 8020	latest	Chromosome	14	14	93.33	0.00
GCF_001044355.1	GCF_001044355.1	ASM104435v1	1623450	Methylophilales bacterium MBRS-H7	strain=MBRS-H7	latest	Chromosome	14	14	93.33	0.00
GCF_001077815.2	GCF_001077815.2	ASM107781v2	1648404	Erythrobacter atlanticus	strain=s21-N3	latest	Complete Genome	14	14	93.33	0.00
GCF_001187785.1	GCF_001187785.1	ASM118778v1	1579979	Wenzhouxiangella marina	strain=KCTC 42284	latest	Complete Genome	14	14	93.33	0.00
GCF_001017575.1	GCF_001017575.1	ASM101757v1	201	Campylobacter lari	strain=Slaughter Beach	latest	Complete Genome	14	14	93.33	0.00
GCF_001182765.1	GCF_001182765.1	WH8103.1	29410	Synechococcus sp. WH 8103	NA	latest	Complete Genome	14	14	93.33	0.00
GCF_000834395.1	GCF_000834395.1	ASM83439v1	1453495	Yersinia aldovae 670-83	strain=670-83	latest	Complete Genome	14	14	93.33	0.00
GCF_001011035.1	GCF_001011035.1	ASM101103v1	444103	Streptomyces sp. CNQ-509	strain=CNQ-509	latest	Complete Genome	14	14	93.33	0.00
GCF_001187845.1	GCF_001187845.1	ASM118784v1	1458307	Octadecabacter temperatus	strain=SB1	latest	Complete Genome	14	14	93.33	0.00
GCF_001281485.1	GCF_001281485.1	ASM128148v1	361183	Altererythrobacter epoxidivorans	strain=CGMCC 1.7731	latest	Complete Genome	14	14	93.33	0.00
GCF_001305655.1	GCF_001305655.1	ASM130565v1	1604004	Halanaeroarchaeum sulfurireducens	strain=M27-SA2	latest	Complete Genome	14	13	86.67	6.67
GCF_001282785.1	GCF_001282785.1	halo7	1480675	Halolamina sediminis	strain=halo7	latest	Contig	14	13	86.67	6.67
GCF_001266795.1	GCF_001266795.1	ASM126679v1	1671721	Marinobacter sp. CP1	strain=CP1	latest	Complete Genome	14	14	93.33	0.00
GCF_001050135.1	GCF_001050135.1	ASM105013v1	320787	Cyclobacterium amurskyense	strain=KCTC 12363	latest	Complete Genome	14	14	93.33	0.00
GCF_001304795.1	GCF_001304795.1	ASM130479v1	1634516	Citromicrobium sp. JL477	strain=JL477	latest	Complete Genome	14	14	93.33	0.00
GCF_001412615.1	GCF_001412615.1	ASM141261v1	1273541	Pyrodictium delaneyi	strain=Su06	latest	Complete Genome	14	14	93.33	0.00
GCF_001281385.1	GCF_001281385.1	ASM128138v1	1125411	Candidatus Thioglobus singularis PS1	strain=PS1	latest	Complete Genome	14	14	93.33	0.00
GCF_001011155.1	GCF_001011155.1	ASM101115v1	1620421	Hoeflea sp. IMCC20628	strain=IMCC20628	latest	Complete Genome	14	14	93.33	0.00
GCF_001308265.1	GCF_001308265.1	ASM130826v1	1397108	Celeribacter marinus	strain=IMCC12053	latest	Complete Genome	14	14	93.33	0.00
GCF_001305615.1	GCF_001305615.1	ASM130561v1	1609966	Confluentimicrobium sp. EMB200-NS6	strain=EMBL200_NS6	latest	Complete Genome	14	14	93.33	0.00
GCF_001310225.1	GCF_001310225.1	ASM131022v1	1736674	Algibacter alginicilyticus	strain=HZ22	latest	Complete Genome	14	14	93.33	0.00
GCF_001420915.1	GCF_001420915.1	ASM142091v1	680279	Agarivorans gilvus	strain=WH0801	latest	Complete Genome	14	14	93.33	0.00
GCF_001433455.1	GCF_001433455.1	ASM143345v1	55802	Thermococcus barophilus	strain=CH5	latest	Complete Genome	14	14	93.33	0.00
GCF_001430825.1	GCF_001430825.1	ASM143082v1	1453352	Sediminicola sp. YIK13	strain=YIK13	latest	Complete Genome	14	14	93.33	0.00
GCF_001433715.1	GCF_001433715.1	ASM143371v1	1160720	Alteromonas stellipolaris LMG 21856	strain=LMG 21856	latest	Complete Genome	14	14	93.33	0.00
GCF_001046955.1	GCF_001046955.1	ASM104695v1	988812	Marinovum algicola DG 898	strain=DG 898	latest	Complete Genome	14	14	93.33	0.00
GCF_001190965.1	GCF_001190965.1	ASM119096v1	35746	Haloferax gibbonsii	strain=ARA6	latest	Complete Genome	14	13	86.67	6.67
GCF_001460935.1	GCF_001460935.1	Ark11	1561003	bacterium 2013Arg42i	strain=2013Ark11	latest	Chromosome	14	14	93.33	0.00
GCF_001430865.1	GCF_001430865.1	ASM143086v1	1476901	Nonlabens sp. MIC269	strain=MIC269	latest	Complete Genome	14	14	93.33	0.00
GCF_001444365.1	GCF_001444365.1	ASM144436v1	58049	Colwellia sp. MT41	strain=MT41	latest	Complete Genome	14	14	93.33	0.00
GCF_001293165.1	GCF_001293165.1	ASM129316v1	1705394	Candidatus Thioglobus autotrophicus	strain=EF1	latest	Complete Genome	14	14	93.33	0.00
GCF_001435845.1	GCF_001435845.1	ASM143584v1	1699623	Psychrobacter sp. P11G3	strain=P11G3	latest	Chromosome	14	14	93.33	0.00
GCF_001465835.2	GCF_001465835.2	ASM146583v2	1374	Planococcus kocurii	strain=ATCC 43650	latest	Complete Genome	14	14	93.33	0.00
GCF_001435295.1	GCF_001435295.1	ASM143529v1	1699621	Psychrobacter sp. P11F6	strain=P11F6	latest	Chromosome	14	14	93.33	0.00
GCF_001483385.1	GCF_001483385.1	ASM148338v1	669041	Tenacibaculum dicentrarchi	strain=AY7486TD	latest	Complete Genome	14	14	93.33	0.00
GCF_001456255.1	GCF_001456255.1	ASM145625v1	1219067	Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759	strain=ATCC 14048	latest	Complete Genome	14	14	93.33	0.00
GCF_001481685.1	GCF_001481685.1	ASM148168v1	940295	Ignicoccus islandicus DSM 13165	strain=DSM 13165	latest	Complete Genome	14	14	93.33	0.00
GCF_001514395.1	GCF_001514395.1	ASM151439v1	1238	Piscirickettsia salmonis	strain=PSCGR01	latest	Complete Genome	14	14	93.33	0.00
GCF_001465295.1	GCF_001465295.1	ASM146529v1	1315283	Pseudoalteromonas translucida KMM 520	strain=KMM 520	latest	Complete Genome	14	14	93.33	0.00
GCF_001466725.1	GCF_001466725.1	ASM146672v1	1526571	Lacimicrobium alkaliphilum	strain=YelD216	latest	Complete Genome	14	14	93.33	0.00
GCF_001534725.1	GCF_001534725.1	ASM153472v1	1238	Piscirickettsia salmonis	strain=CGR02	latest	Complete Genome	14	14	93.33	0.00
GCF_001482385.1	GCF_001482385.1	ASM148238v1	43658	Pseudoalteromonas rubra	strain=SCSIO 6842	latest	Complete Genome	14	14	93.33	0.00
GCF_001469735.1	GCF_001469735.1	ASM146973v1	663	Vibrio alginolyticus	strain=ATCC 33787	latest	Complete Genome	14	14	93.33	0.00
GCF_001644665.1	GCF_001644665.1	ASM164466v1	93466	Fervidobacterium pennivorans	strain=DYC	latest	Complete Genome	14	14	93.33	0.00
GCF_001632825.1	GCF_001632825.1	ASM163282v1	233316	Alteromonas stellipolaris	strain=PQQ-44	latest	Complete Genome	14	14	93.33	0.00
GCF_001647085.1	GCF_001647085.1	ASM164708v1	1712654	Thermococcus piezophilus	strain=CDGS	latest	Complete Genome	14	14	93.33	0.00
GCF_001444405.1	GCF_001444405.1	ASM144440v1	161398	Pseudoalteromonas phenolica	strain=KCTC 12086	latest	Complete Genome	14	13	86.67	6.67
GCF_001677275.1	GCF_001677275.1	ASM167727v1	553239	Vibrio breoganii	strain=FF50	latest	Complete Genome	14	14	93.33	0.00
GCF_001651805.1	GCF_001651805.1	ASM165180v1	1821621	Marinobacterium aestuarii	strain=ST58-10	latest	Complete Genome	14	14	93.33	0.00
GCF_001682135.1	GCF_001682135.1	ASM168213v1	1437364	Thermosipho sp. 1070	strain=1070	latest	Complete Genome	14	14	93.33	0.00
GCF_001680025.1	GCF_001680025.1	ASM168002v1	1219067	Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759	strain=ATCC 14048	latest	Complete Genome	14	14	93.33	0.00
GCF_001648195.1	GCF_001648195.1	ASM164819v1	316	Pseudomonas stutzeri	strain=273	latest	Complete Genome	14	14	93.33	0.00
GCF_001678945.1	GCF_001678945.1	ASM167894v1	60890	Phaeobacter gallaeciensis	strain=JL2886	latest	Complete Genome	14	14	93.33	0.00
GCF_001677435.1	GCF_001677435.1	ASM167743v1	1548547	Woeseia oceani	strain=XK5	latest	Complete Genome	14	14	93.33	0.00
GCF_001680085.1	GCF_001680085.1	ASM168008v1	691	Vibrio natriegens	strain=CCUG 16374	latest	Complete Genome	14	14	93.33	0.00
GCF_001682155.1	GCF_001682155.1	ASM168215v1	1427364	Candidatus Thioglobus singularis	NA	latest	Chromosome	14	14	93.33	0.00
GCF_001680065.1	GCF_001680065.1	ASM168006v1	691	Vibrio natriegens	strain=CCUG 16373	latest	Complete Genome	14	14	93.33	0.00
GCF_001685465.1	GCF_001685465.1	ASM168546v1	45658	Vibrio scophthalmi	strain=VS-12	latest	Complete Genome	14	14	93.33	0.00
GCF_001679745.1	GCF_001679745.1	ASM167974v1	663	Vibrio alginolyticus	strain=ZJ-T	latest	Complete Genome	14	14	93.33	0.00
GCF_001682295.1	GCF_001682295.1	ASM168229v1	1723645	Rhodococcus sp. 008	strain=008	latest	Complete Genome	14	14	93.33	0.00
GCF_001687065.1	GCF_001687065.1	ASM168706v1	1868325	Prosthecochloris sp. CIB 2401	strain=CIB2401	latest	Complete Genome	14	14	93.33	0.00
GCF_001687605.2	GCF_001687605.2	ASM168760v2	1038856	Planococcus plakortidis	strain=DSM 23997	latest	Complete Genome	14	14	93.33	0.00
GCF_001682195.1	GCF_001682195.2	ASM168219v2	1191459	Flammeovirga sp. MY04	strain=MY04	latest	Complete Genome	14	14	93.33	0.00
GCF_001693335.1	GCF_001693335.1	ASM169333v1	222136	Helicobacter sp. MIT 01-6242	strain=MIT 01-6242	latest	Complete Genome	14	14	93.33	0.00
GCF_001685485.1	GCF_001685485.1	ASM168548v1	1555194	Formosa haliotis	strain=LMG 28520	latest	Contig	14	14	93.33	0.00
GCF_001687665.2	GCF_001687665.2	ASM168766v2	414778	Planococcus donghaensis	strain=DSM 22276	latest	Complete Genome	14	14	93.33	0.00
GCF_001687625.2	GCF_001687625.2	ASM168762v2	192421	Planococcus maritimus	strain=DSM 17275	latest	Complete Genome	14	14	93.33	0.00
GCF_001685415.1	GCF_001685415.1	ASM168541v1	1758689	Serinicoccus hydrothermalis	strain=JLT9	latest	Complete Genome	14	14	93.33	0.00
GCF_001698205.1	GCF_001698205.1	ASM169820v1	692370	Altererythrobacter dongtanensis	strain=KCTC 22672	latest	Complete Genome	14	14	93.33	0.00
GCF_001687805.1	GCF_001687805.1	ASM168780v1	45658	Vibrio scophthalmi	strain=VS-05	latest	Complete Genome	14	14	93.33	0.00
GCF_001708405.1	GCF_001708405.1	ASM170840v1	1144748	Kangiella sediminilitoris	strain=KCTC 23892	latest	Complete Genome	14	14	93.33	0.00
GCF_001735715.1	GCF_001735715.1	ASM173571v1	1336795	Formosa sp. Hel3_A1_48	strain=Hel3_A1_48	latest	Complete Genome	14	14	93.33	0.00
GCF_001719165.1	GCF_001719165.1	ASM171916v1	39960	Erythrobacter litoralis	strain=DSM 8509	latest	Complete Genome	14	14	93.33	0.00
GCF_001697185.1	GCF_001697185.1	ASM169718v1	1790137	Wenyingzhuangia fucanilytica	strain=CZ1127	latest	Complete Genome	14	14	93.33	0.00
GCF_001735745.1	GCF_001735745.1	ASM173574v1	1336794	Formosa sp. Hel1_33_131	strain=Hel1_33_131	latest	Complete Genome	14	14	93.33	0.00
GCF_001717465.1	GCF_001717465.1	ASM171746v1	1896164	Luteimonas sp. JM171	strain=JM171	latest	Chromosome	14	14	93.33	0.00
GCF_001693615.1	GCF_001693615.1	ASM169361v1	190893	Vibrio coralliilyticus	strain=58	latest	Complete Genome	14	14	93.33	0.00
GCF_001746795.1	GCF_001746795.1	ASM174679v1	1238	Piscirickettsia salmonis	strain=AY3800B	latest	Complete Genome	14	14	93.33	0.00
GCF_001761365.1	GCF_001761365.1	ASM176136v1	1774273	Polaribacter vadi	strain=LPB0003	latest	Complete Genome	14	14	93.33	0.00
GCF_001632765.1	GCF_001632765.1	ASM163276v1	233316	Alteromonas stellipolaris	strain=PQQ-42	latest	Complete Genome	14	14	93.33	0.00
GCF_001761385.1	GCF_001761385.1	ASM176138v1	1763535	Hydrogenophaga crassostreae	strain=LPB0072	latest	Complete Genome	14	14	93.33	0.00
GCF_001854065.1	GCF_001854065.1	ASM185406v1	1720344	Psychrobacter sp. AntiMn-1	strain=AntiMn-1	latest	Complete Genome	14	14	93.33	0.00
GCF_001750185.1	GCF_001750185.1	ASM175018v1	43657	Pseudoalteromonas luteoviolacea	strain=S4054	latest	Complete Genome	14	14	93.33	0.00
GCF_001632805.1	GCF_001632805.1	ASM163280v1	1460372	Mycobacteroides chelonae CCUG 47445	strain=CCUG 47445	latest	Complete Genome	14	14	93.33	0.00
GCF_001767235.1	GCF_001767235.1	ASM176723v1	1458985	Moorea producens PAL-8-15-08-1	strain=PAL-8-15-08-1	latest	Complete Genome	14	14	93.33	0.00
GCF_001831495.1	GCF_001831495.1	ASM183149v1	1763536	Thalassotalea crassostreae	strain=LPB0090	latest	Complete Genome	14	14	93.33	0.00
GCF_001854125.1	GCF_001854125.1	ASM185412v1	1874317	Marinobacter salinus	strain=Hb8	latest	Complete Genome	14	14	93.33	0.00
GCF_001653755.1	GCF_001653755.1	ASM165375v1	1300343	Dokdonia donghaensis DSW-1	strain=DSW-1	latest	Complete Genome	14	14	93.33	0.00
GCF_001857985.1	GCF_001857985.1	ASM185798v1	492670	Bacillus velezensis	strain=9912D	latest	Complete Genome	14	14	93.33	0.00
GCF_001700835.1	GCF_001700835.1	ASM170083v1	670	Vibrio parahaemolyticus	strain=CHN25	latest	Complete Genome	14	14	93.33	0.00
GCF_001831475.1	GCF_001831475.1	ASM183147v1	1763534	Flavobacterium crassostreae	strain=LPB0076	latest	Complete Genome	14	14	93.33	0.00
GCF_001854205.1	GCF_001854205.1	ASM185420v1	1454205	Moorea producens JHB	strain=JHB	latest	Chromosome	14	14	93.33	0.00
GCF_001767395.1	GCF_001767395.1	ASM176739v1	679318	Rhodococcus sp. WMMA185	strain=WMMA185	latest	Complete Genome	14	14	93.33	0.00
GCF_001857945.1	GCF_001857945.1	ASM185794v1	1763538	Paenibacillus crassostreae	strain=LPB0068	latest	Complete Genome	14	14	93.33	0.00
GCF_001680045.1	GCF_001680045.1	ASM168004v1	691	Vibrio natriegens	strain=CCUG 16371	latest	Complete Genome	14	14	93.33	0.00
GCF_001747425.1	GCF_001747425.1	ASM174742v1	340345	Actinoalloteichus hymeniacidonis	strain=HPA177(T) (=DSM 45092(T))	latest	Complete Genome	14	14	93.33	0.00
GCF_001865655.1	GCF_001865655.1	ASM186565v1	1644130	Maribacter sp. 1_2014MBL_MicDiv	strain=1_2014MBL_MicDiv	latest	Complete Genome	14	14	93.33	0.00
GCF_001865855.1	GCF_001865855.1	ASM186585v1	37332	Nocardia seriolae	strain=EM150506	latest	Complete Genome	14	14	93.33	0.00
GCF_001856665.1	GCF_001856665.1	ASM185666v1	1850250	Rhodobacter sp. LPB0142	strain=LPB0142	latest	Complete Genome	14	14	93.33	0.00
GCF_001880285.1	GCF_001880285.1	ASM188028v1	1150389	Flavobacteriaceae bacterium UJ101	strain=UJ101	latest	Complete Genome	14	14	93.33	0.00
GCF_001687105.1	GCF_001687105.1	ASM168710v1	1792508	Yangia sp. CCB-MM3	strain=CCB-MM3	latest	Complete Genome	14	14	93.33	0.00
GCF_001886435.1	GCF_001886435.1	ASM188643v1	314275	Alteromonas mediterranea	strain=RG65	latest	Complete Genome	14	14	93.33	0.00
GCF_001886615.1	GCF_001886615.1	ASM188661v1	1897729	Halomonas aestuarii	strain=Hb3	latest	Complete Genome	14	14	93.33	0.00
GCF_001767295.1	GCF_001767295.1	ASM176729v1	1816218	Colwellia sp. PAMC 20917	strain=PAMC 20917	latest	Complete Genome	14	14	93.33	0.00
GCF_001886695.1	GCF_001886695.1	ASM188669v1	502682	Erythrobacter gangjinensis	strain=JCM 15420	latest	Complete Genome	14	14	93.33	0.00
GCF_001877055.1	GCF_001877055.1	ASM187705v1	2014	Nocardiopsis dassonvillei	strain=NOCA502F	latest	Complete Genome	14	14	93.33	0.00
GCF_001886475.1	GCF_001886475.1	ASM188647v1	1917158	Alteromonas sp. RW2A1	strain=RW2A1	latest	Complete Genome	14	14	93.33	0.00
GCF_001889005.1	GCF_001889005.1	ASM188900v1	1913577	Gramella salexigens	strain=LPB0144	latest	Complete Genome	14	14	93.33	0.00
GCF_001887715.1	GCF_001887715.1	ASM188771v1	29542	Pelobacter acetylenicus	strain=DSM 3247	latest	Chromosome	14	14	93.33	0.00
GCF_001886815.1	GCF_001886815.1	ASM188681v1	880073	Caldithrix abyssi DSM 13497	strain=LF13	latest	Complete Genome	14	14	93.33	0.00
GCF_001889405.1	GCF_001889405.1	ASM188940v1	2177	Methanohalophilus halophilus	strain=Z-7982	latest	Complete Genome	14	14	93.33	0.00
GCF_001886735.1	GCF_001886735.1	ASM188673v1	1917485	Sulfitobacter sp. AM1-D1	strain=AM1-D1	latest	Complete Genome	14	14	93.33	0.00
GCF_001889025.1	GCF_001889025.1	ASM188902v1	1913578	Sphingopyxis sp. LPB0140	strain=LPB0140	latest	Complete Genome	14	14	93.33	0.00
GCF_001886395.1	GCF_001886395.1	ASM188639v1	314275	Alteromonas mediterranea	strain=CP48	latest	Complete Genome	14	14	93.33	0.00
GCF_001895265.1	GCF_001895265.1	ASM189526v1	573570	Francisella uliginis	strain=TX07-7310	latest	Complete Genome	14	14	93.33	0.00
GCF_001889165.1	GCF_001889165.1	ASM188916v1	1547283	Bacillus weihaiensis	strain=Alg07	latest	Complete Genome	14	14	93.33	0.00
GCF_001932535.1	GCF_001932535.1	ASM193253v1	187493	Thalassolituus oleivorans	strain=K188	latest	Complete Genome	14	14	93.33	0.00
GCF_001932595.1	GCF_001932595.1	ASM193259v1	1238	Piscirickettsia salmonis	strain=AY6492A	latest	Complete Genome	14	14	93.33	0.00
GCF_001908835.1	GCF_001908835.1	ASM190883v1	1920883	Marivivens sp. JLT3646	strain=JLT3646	latest	Complete Genome	14	14	93.33	0.00
GCF_001887055.1	GCF_001887055.1	ASM188705v1	670	Vibrio parahaemolyticus	strain=FORC_018	latest	Complete Genome	14	14	93.33	0.00
GCF_001932675.1	GCF_001932675.1	ASM193267v1	1729720	Salegentibacter sp. T436	strain=T436	latest	Complete Genome	14	14	93.33	0.00
GCF_001932755.1	GCF_001932755.1	ASM193275v1	1238	Piscirickettsia salmonis	strain=PM23019A	latest	Complete Genome	14	14	93.33	0.00
GCF_001455325.1	GCF_001455325.1	ASM145532v1	152297	Pseudoalteromonas issachenkonii	strain=KCTC 12958	latest	Complete Genome	14	14	93.33	0.00
GCF_001932835.1	GCF_001932835.1	ASM193283v1	1238	Piscirickettsia salmonis	strain=PM58386B	latest	Complete Genome	14	14	93.33	0.00
GCF_001932875.1	GCF_001932875.1	ASM193287v1	1238	Piscirickettsia salmonis	strain=AY6532B	latest	Complete Genome	14	14	93.33	0.00
GCF_001854245.1	GCF_001854245.1	ASM185424v1	897	Desulfococcus multivorans	strain=DSM 2059	latest	Complete Genome	14	14	93.33	0.00
GCF_001932855.1	GCF_001932855.1	ASM193285v1	1238	Piscirickettsia salmonis	strain=AY6297B	latest	Complete Genome	14	14	93.33	0.00
GCF_001932815.1	GCF_001932815.1	ASM193281v1	1238	Piscirickettsia salmonis	strain=PM49811B	latest	Complete Genome	14	14	93.33	0.00
GCF_001932735.1	GCF_001932735.1	ASM193273v1	1238	Piscirickettsia salmonis	strain=PM21567A	latest	Complete Genome	14	14	93.33	0.00
GCF_001941365.1	GCF_001941365.1	ASM194136v1	1462747	Thermosipho sp. 1063	strain=1063	latest	Complete Genome	14	14	93.33	0.00
GCF_001932935.1	GCF_001932935.1	ASM193293v1	1238	Piscirickettsia salmonis	strain=AY3864B	latest	Complete Genome	14	14	93.33	0.00
GCF_001941345.1	GCF_001941345.1	ASM194134v1	1705	Corynebacterium stationis	strain=622=DSM 20302	latest	Complete Genome	14	14	93.33	0.00
GCF_001932915.1	GCF_001932915.1	ASM193291v1	1238	Piscirickettsia salmonis	strain=PM31429B	latest	Complete Genome	14	14	93.33	0.00
GCF_001941505.1	GCF_001941505.1	ASM194150v1	1437874	Corynebacterium sphenisci DSM 44792	strain=DSM 44792	latest	Complete Genome	14	14	93.33	0.00
GCF_001908435.2	GCF_001908435.2	ASM190843v2	669	Vibrio harveyi	strain=QT520	latest	Complete Genome	14	14	93.33	0.00
GCF_001886415.1	GCF_001886415.1	ASM188641v1	314275	Alteromonas mediterranea	strain=CP49	latest	Complete Genome	14	14	93.33	0.00
GCF_001687545.1	GCF_001687545.1	ASM168754v1	645517	Altererythrobacter namhicola	strain=JCM 16345	latest	Complete Genome	14	14	93.33	0.00
GCF_001660505.1	GCF_001660505.1	ASM166050v1	55601	Vibrio anguillarum	strain=90-11-286	latest	Complete Genome	14	14	93.33	0.00
GCF_001941565.1	GCF_001941565.1	ASM194156v1	161895	Corynebacterium phocae	strain=M408/89/1	latest	Complete Genome	14	14	93.33	0.00
GCF_001932775.1	GCF_001932775.1	ASM193277v1	1238	Piscirickettsia salmonis	strain=PM37984A	latest	Complete Genome	14	14	93.33	0.00
GCF_001889605.1	GCF_001889605.1	ASM188960v1	1670800	Mesorhizobium oceanicum	strain=B7	latest	Complete Genome	14	14	93.33	0.00
GCF_001941525.1	GCF_001941525.1	ASM194152v1	1545835	Marinitoga sp. 1137	strain=1137	latest	Complete Genome	14	14	93.33	0.00
GCF_001951155.1	GCF_001951155.1	ASM195115v1	1229726	Gramella flava JLT2011	strain=JLT2011	latest	Complete Genome	14	14	93.33	0.00
GCF_001969345.1	GCF_001969345.1	ASM196934v1	221822	Phaeobacter inhibens	strain=DOK1-1	latest	Complete Genome	14	14	93.33	0.00
GCF_001941625.1	GCF_001941625.1	ASM194162v1	1612552	Actinoalloteichus fjordicus	strain=ADI127-7	latest	Complete Genome	14	14	93.33	0.00
GCF_001889045.1	GCF_001889045.1	ASM188904v1	1850252	Tenacibaculum todarodis	strain=LPB0136	latest	Complete Genome	14	14	93.33	0.00
GCF_001971745.1	GCF_001971745.1	ASM197174v1	1486034	Lacinutrix venerupis	strain=DOK2-8	latest	Complete Genome	14	14	93.33	0.00
GCF_001956755.1	GCF_001956755.1	ASM195675v1	1280	Staphylococcus aureus	strain=SJTUF_J27	latest	Complete Genome	14	14	93.33	0.00
GCF_001941645.1	GCF_001941645.1	ASM194164v1	1612551	Actinoalloteichus sp. GBA129-24	strain=GBA129-24	latest	Complete Genome	14	14	93.33	0.00
GCF_001975665.1	GCF_001975665.1	ASM197566v1	996801	Polaribacter reichenbachii	strain=6Alg 8T	latest	Complete Genome	14	14	93.33	0.00
GCF_001941605.1	GCF_001941605.1	ASM194160v1	979	Cellulophaga lytica	strain=DAU203	latest	Complete Genome	14	14	93.33	0.00
GCF_001975705.1	GCF_001975705.1	ASM197570v1	1250539	Pelagibaca abyssi	strain=JLT2014	latest	Complete Genome	14	14	93.33	0.00
GCF_001895885.1	GCF_001895885.1	ASM189588v1	561879	Bacillus safensis	strain=KCTC 12796BP	latest	Complete Genome	14	14	93.33	0.00
GCF_001999945.1	GCF_001999945.1	ASM199994v1	260552	Microbulbifer agarilyticus	strain=GP101	latest	Complete Genome	14	14	93.33	0.00
