assembly_id	label	label_source	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree	NCBI_domain	NCBI_phylum	NCBI_class	NCBI_order	NCBI_family	NCBI_genus	NCBI_species
GCF_001514395.1	GCF_001514395.1_Bacteria_Proteobacteria_Gammaproteobacteria_Piscirickettsia_salmonis_PSCGR01	NCBI	1238	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
GCF_001534725.1	GCF_001534725.1_Bacteria_Proteobacteria_Gammaproteobacteria_Piscirickettsia_salmonis_CGR02	NCBI	1238	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
GCF_001632765.1	GCF_001632765.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_stellipolaris_PQQ-42	NCBI	233316	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas stellipolaris
GCF_001632805.1	GCF_001632805.1_Bacteria_Actinobacteria_Actinobacteria_Mycobacteroides_chelonae_CCUG_47445	NCBI	1460372	14	14	93.33	0.00	13	Yes	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacteroides	Mycobacteroides chelonae
GCF_001632825.1	GCF_001632825.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_stellipolaris_PQQ-44	NCBI	233316	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas stellipolaris
GCF_001644665.1	GCF_001644665.1_Bacteria_Thermotogae_Thermotogae_Fervidobacterium_pennivorans_DYC	NCBI	93466	14	14	93.33	0.00	13	Yes	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium pennivorans
GCF_001647085.1	GCF_001647085.1_Archaea_Euryarchaeota_Thermococci_Thermococcus_piezophilus_CDGS	NCBI	1712654	14	14	93.33	0.00	8	Yes	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus piezophilus
GCF_001648195.1	GCF_001648195.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonas_stutzeri_273	NCBI	316	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri
GCF_001651805.1	GCF_001651805.1_Bacteria_Proteobacteria_Gammaproteobacteria_Marinobacterium_aestuarii_ST58-10	NCBI	1821621	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	Marinobacterium aestuarii
GCF_001653755.1	GCF_001653755.1_Bacteria_Bacteroidetes_Flavobacteriia_Dokdonia_donghaensis_DSW-1	NCBI	1300343	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia donghaensis
GCF_001660505.1	GCF_001660505.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_anguillarum_90-11-286	NCBI	55601	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum
GCF_001663155.1	GCF_001663155.1_Bacteria_Proteobacteria_Alphaproteobacteria_Altererythrobacter_ishigakiensis_NBRC_107699	NCBI	476157	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter ishigakiensis
GCF_001677275.1	GCF_001677275.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_breoganii_FF50	NCBI	553239	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio breoganii
GCF_001677435.1	GCF_001677435.1_Bacteria_Proteobacteria_Gammaproteobacteria_Woeseia_oceani_XK5	NCBI	1548547	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Woeseiaceae	Woeseia	Woeseia oceani
GCF_001678945.1	GCF_001678945.1_Bacteria_Proteobacteria_Alphaproteobacteria_Phaeobacter_gallaeciensis_JL2886	NCBI	60890	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
GCF_001679745.1	GCF_001679745.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_alginolyticus_ZJ-T	NCBI	663	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alginolyticus
GCF_001680025.1	GCF_001680025.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_natriegens_ATCC_14048	NCBI	1219067	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio natriegens
GCF_001680045.1	GCF_001680045.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_natriegens_CCUG_16371	NCBI	691	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio natriegens
GCF_001680065.1	GCF_001680065.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_natriegens_CCUG_16373	NCBI	691	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio natriegens
GCF_001680085.1	GCF_001680085.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_natriegens_CCUG_16374	NCBI	691	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio natriegens
GCF_001682135.1	GCF_001682135.1_Bacteria_Thermotogae_Thermotogae_Thermosipho_sp_1070_1070	NCBI	1437364	14	14	93.33	0.00	13	Yes	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	Thermosipho sp. 1070
GCF_001682155.1	GCF_001682155.1_Bacteria_Proteobacteria_Gammaproteobacteria_Candidatus_Thioglobus_singularis	NCBI	1427364	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Candidatus Thioglobus	Candidatus Thioglobus singularis
GCF_001682195.1	GCF_001682195.1_Bacteria_Bacteroidetes_Cytophagia_Flammeovirga_sp_MY04_MY04	NCBI	1191459	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga sp. MY04
GCF_001682295.1	GCF_001682295.1_Bacteria_Actinobacteria_Actinobacteria_Rhodococcus_sp_008_008	NCBI	1723645	14	14	93.33	0.00	14	Yes	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. 008
GCF_001685415.1	GCF_001685415.1_Bacteria_Actinobacteria_Actinobacteria_Serinicoccus_hydrothermalis_JLT9	NCBI	1758689	14	14	93.33	0.00	12	Yes	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Serinicoccus	Serinicoccus hydrothermalis
GCF_001685465.1	GCF_001685465.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_scophthalmi_VS-12	NCBI	45658	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi
GCF_001685485.1	GCF_001685485.1_Bacteria_Bacteroidetes_Flavobacteriia_Formosa_haliotis_LMG_28520	NCBI	1555194	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa haliotis
GCF_001687065.1	GCF_001687065.1_Bacteria_Chlorobi_Chlorobia_Prosthecochloris_sp_CIB_2401_CIB2401	NCBI	1868325	14	14	93.33	0.00	13	Yes	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris sp. CIB 2401
GCF_001687105.1	GCF_001687105.1_Bacteria_Proteobacteria_Alphaproteobacteria_Yangia_sp_CCB-MM3_CCB-MM3	NCBI	1792508	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yangia	Yangia sp. CCB-MM3
GCF_001687545.1	GCF_001687545.1_Bacteria_Proteobacteria_Alphaproteobacteria_Altererythrobacter_namhicola_JCM_16345	NCBI	645517	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter namhicola
GCF_001687605.2	GCF_001687605.2_Bacteria_Firmicutes_Bacilli_Planococcus_plakortidis_DSM_23997	NCBI	1038856	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus plakortidis
GCF_001687625.2	GCF_001687625.2_Bacteria_Firmicutes_Bacilli_Planococcus_maritimus_DSM_17275	NCBI	192421	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus maritimus
GCF_001687665.2	GCF_001687665.2_Bacteria_Firmicutes_Bacilli_Planococcus_donghaensis_DSM_22276	NCBI	414778	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus donghaensis
GCF_001687805.1	GCF_001687805.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_scophthalmi_VS-05	NCBI	45658	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi
GCF_001693335.1	GCF_001693335.1_Bacteria_Proteobacteria_Epsilonproteobacteria_Helicobacter_sp_MIT_01-6242_MIT_01-6242	NCBI	222136	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter sp. MIT 01-6242
GCF_001693615.1	GCF_001693615.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_coralliilyticus_58	NCBI	190893	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio coralliilyticus
GCF_001697185.1	GCF_001697185.1_Bacteria_Bacteroidetes_Flavobacteriia_Wenyingzhuangia_fucanilytica_CZ1127	NCBI	1790137	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia fucanilytica
GCF_001698205.1	GCF_001698205.1_Bacteria_Proteobacteria_Alphaproteobacteria_Altererythrobacter_dongtanensis_KCTC_22672	NCBI	692370	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter dongtanensis
GCF_001700835.1	GCF_001700835.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_parahaemolyticus_CHN25	NCBI	670	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
GCF_001708405.1	GCF_001708405.1_Bacteria_Proteobacteria_Gammaproteobacteria_Kangiella_sediminilitoris_KCTC_23892	NCBI	1144748	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Kangiella	Kangiella sediminilitoris
GCF_001717465.1	GCF_001717465.1_Bacteria_Proteobacteria_Gammaproteobacteria_Luteimonas_sp_JM171_JM171	NCBI	1896164	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Luteimonas sp. JM171
GCF_001719165.1	GCF_001719165.1_Bacteria_Proteobacteria_Alphaproteobacteria_Erythrobacter_litoralis_DSM_8509	NCBI	39960	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter litoralis
GCF_001735715.1	GCF_001735715.1_Bacteria_Bacteroidetes_Flavobacteriia_Formosa_sp_Hel3_A1_48_Hel3_A1_48	NCBI	1336795	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa sp. Hel3_A1_48
GCF_001735745.1	GCF_001735745.1_Bacteria_Bacteroidetes_Flavobacteriia_Formosa_sp_Hel1_33_131_Hel1_33_131	NCBI	1336794	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa sp. Hel1_33_131
GCF_001746795.1	GCF_001746795.1_Bacteria_Proteobacteria_Gammaproteobacteria_Piscirickettsia_salmonis_AY3800B	NCBI	1238	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
GCF_001747425.1	GCF_001747425.1_Bacteria_Actinobacteria_Actinobacteria_Actinoalloteichus_hymeniacidonis_HPA177_T_=DSM_45092_T	NCBI	340345	14	14	93.33	0.00	13	Yes	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus	Actinoalloteichus hymeniacidonis
GCF_001750185.1	GCF_001750185.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudoalteromonas_luteoviolacea_S4054	NCBI	43657	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea
GCF_001761365.1	GCF_001761365.1_Bacteria_Bacteroidetes_Flavobacteriia_Polaribacter_vadi_LPB0003	NCBI	1774273	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter vadi
GCF_001761385.1	GCF_001761385.1_Bacteria_Proteobacteria_Betaproteobacteria_Hydrogenophaga_crassostreae_LPB0072	NCBI	1763535	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga crassostreae
GCF_001767235.1	GCF_001767235.1_Bacteria_Cyanobacteria_NA_Moorea_producens_PAL-8-15-08-1	NCBI	1458985	14	14	93.33	0.00	14	Yes	Bacteria	Cyanobacteria	NA	Oscillatoriales	Oscillatoriaceae	Moorea	Moorea producens
GCF_001767295.1	GCF_001767295.1_Bacteria_Proteobacteria_Gammaproteobacteria_Colwellia_sp_PAMC_20917_PAMC_20917	NCBI	1816218	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia sp. PAMC 20917
GCF_001767395.1	GCF_001767395.1_Bacteria_Actinobacteria_Actinobacteria_Rhodococcus_sp_WMMA185_WMMA185	NCBI	679318	14	14	93.33	0.00	14	Yes	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. WMMA185
GCF_001831475.1	GCF_001831475.1_Bacteria_Bacteroidetes_Flavobacteriia_Flavobacterium_crassostreae_LPB0076	NCBI	1763534	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium crassostreae
GCF_001831495.1	GCF_001831495.1_Bacteria_Proteobacteria_Gammaproteobacteria_Thalassotalea_crassostreae_LPB0090	NCBI	1763536	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	Thalassotalea crassostreae
GCF_001854065.1	GCF_001854065.1_Bacteria_Proteobacteria_Gammaproteobacteria_Psychrobacter_sp_AntiMn-1_AntiMn-1	NCBI	1720344	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp. AntiMn-1
GCF_001854125.1	GCF_001854125.1_Bacteria_Proteobacteria_Gammaproteobacteria_Marinobacter_salinus_Hb8	NCBI	1874317	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter salinus
GCF_001854205.1	GCF_001854205.1_Bacteria_Cyanobacteria_NA_Moorea_producens_JHB	NCBI	1454205	14	14	93.33	0.00	14	Yes	Bacteria	Cyanobacteria	NA	Oscillatoriales	Oscillatoriaceae	Moorea	Moorea producens
GCF_001854245.1	GCF_001854245.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfococcus_multivorans_DSM_2059	NCBI	897	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	Desulfococcus multivorans
GCF_001854405.1	GCF_001854405.1_Bacteria_Proteobacteria_Alphaproteobacteria_Hyphomonas_sp_Mor2	NCBI	1906738	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp. Mor2
GCF_001854425.1	GCF_001854425.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_cholerae_Env-390	NCBI	666	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae
GCF_001856665.1	GCF_001856665.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacter_sp_LPB0142_LPB0142	NCBI	1850250	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sp. LPB0142
GCF_001857945.1	GCF_001857945.1_Bacteria_Firmicutes_Bacilli_Paenibacillus_crassostreae_LPB0068	NCBI	1763538	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus crassostreae
GCF_001857985.1	GCF_001857985.1_Bacteria_Firmicutes_Bacilli_Bacillus_velezensis_9912D	NCBI	492670	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
GCF_001865655.1	GCF_001865655.1_Bacteria_Bacteroidetes_Flavobacteriia_Maribacter_sp_1_2014MBL_MicDiv_1_2014MBL_MicDiv	NCBI	1644130	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. 1_2014MBL_MicDiv
GCF_001865855.1	GCF_001865855.1_Bacteria_Actinobacteria_Actinobacteria_Nocardia_seriolae_EM150506	NCBI	37332	14	14	93.33	0.00	14	Yes	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia seriolae
GCF_001877055.1	GCF_001877055.1_Bacteria_Actinobacteria_Actinobacteria_Nocardiopsis_dassonvillei_NOCA502F	NCBI	2014	14	14	93.33	0.00	14	Yes	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis dassonvillei
GCF_001880285.1	GCF_001880285.1_Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriaceae_bacterium_UJ101_UJ101	NCBI	1150389	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium UJ101
GCF_001886395.1	GCF_001886395.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_mediterranea_CP48	NCBI	314275	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea
GCF_001886415.1	GCF_001886415.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_mediterranea_CP49	NCBI	314275	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea
GCF_001886435.1	GCF_001886435.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_mediterranea_RG65	NCBI	314275	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea
GCF_001886455.1	GCF_001886455.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_mediterranea_AR43	NCBI	314275	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea
GCF_001886475.1	GCF_001886475.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_sp_RW2A1_RW2A1	NCBI	1917158	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. RW2A1
GCF_001886615.1	GCF_001886615.1_Bacteria_Proteobacteria_Gammaproteobacteria_Halomonas_aestuarii_Hb3	NCBI	1897729	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas aestuarii
GCF_001886695.1	GCF_001886695.1_Bacteria_Proteobacteria_Alphaproteobacteria_Erythrobacter_gangjinensis_JCM_15420	NCBI	502682	14	14	93.33	0.00	12	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter gangjinensis
GCF_001886735.1	GCF_001886735.1_Bacteria_Proteobacteria_Alphaproteobacteria_Sulfitobacter_sp_AM1-D1_AM1-D1	NCBI	1917485	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. AM1-D1
GCF_001886815.1	GCF_001886815.1_Bacteria_Calditrichaeota_Calditrichae_Caldithrix_abyssi_LF13	NCBI	880073	14	14	93.33	0.00	14	Yes	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix	Caldithrix abyssi
GCF_001887055.1	GCF_001887055.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_parahaemolyticus_FORC_018	NCBI	670	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
GCF_001887715.1	GCF_001887715.1_Bacteria_Proteobacteria_Deltaproteobacteria_Pelobacter_acetylenicus_DSM_3247	NCBI	29542	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter acetylenicus
GCF_001889005.1	GCF_001889005.1_Bacteria_Bacteroidetes_Flavobacteriia_Gramella_salexigens_LPB0144	NCBI	1913577	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella salexigens
GCF_001889025.1	GCF_001889025.1_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingopyxis_sp_LPB0140_LPB0140	NCBI	1913578	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. LPB0140
GCF_001889045.1	GCF_001889045.1_Bacteria_Bacteroidetes_Flavobacteriia_Tenacibaculum_todarodis_LPB0136	NCBI	1850252	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum todarodis
GCF_001889165.1	GCF_001889165.1_Bacteria_Firmicutes_Bacilli_Bacillus_weihaiensis_Alg07	NCBI	1547283	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihaiensis
GCF_001889405.1	GCF_001889405.1_Archaea_Euryarchaeota_Methanomicrobia_Methanohalophilus_halophilus_Z-7982	NCBI	2177	14	14	93.33	0.00	7	No	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus halophilus
GCF_001889605.1	GCF_001889605.1_Bacteria_Proteobacteria_Alphaproteobacteria_Mesorhizobium_oceanicum_B7	NCBI	1670800	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium oceanicum
GCF_001895265.1	GCF_001895265.1_Bacteria_Proteobacteria_Gammaproteobacteria_Francisella_uliginis_TX07-7310	NCBI	573570	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella uliginis
GCF_001895885.1	GCF_001895885.1_Bacteria_Firmicutes_Bacilli_Bacillus_safensis_KCTC_12796BP	NCBI	561879	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis
GCF_001908435.2	GCF_001908435.2_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_harveyi_QT520	NCBI	669	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio harveyi
GCF_001908835.1	GCF_001908835.1_Bacteria_Proteobacteria_Alphaproteobacteria_Marivivens_sp_JLT3646_JLT3646	NCBI	1920883	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivivens	Marivivens sp. JLT3646
GCF_001932535.1	GCF_001932535.1_Bacteria_Proteobacteria_Gammaproteobacteria_Thalassolituus_oleivorans_K188	NCBI	187493	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	Thalassolituus oleivorans
GCF_001932595.1	GCF_001932595.1_Bacteria_Proteobacteria_Gammaproteobacteria_Piscirickettsia_salmonis_AY6492A	NCBI	1238	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
GCF_001932675.1	GCF_001932675.1_Bacteria_Bacteroidetes_Flavobacteriia_Salegentibacter_sp_T436_T436	NCBI	1729720	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter sp. T436
